"pcs" "RUC" "cs" "reves" "crevpp" "region" "habi" "Ahabi" "Atyph" "agecat" "Acompm" "nbpers" "enfants" "Anat" "Bauto" "Nbadulte" "Sinistre1" "Sinistre2" "Sinistre3" "Police1" "Police2" "Police3" "durPolice1" "Durée" "NSin" "censure" "Sinistre0"
"Employes" 9500 "Moyenne Sup" 9500 "4eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 4.24 0.3 1.2 0.24 10.8294013405376 1083 2 1 17.7657159702948
"Retraites" 3500 "Modeste" 3500 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 3.04 5.49 4.975 0.882 3.45110082905469 345 2 0 18.1038404321157
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.28 3 0.84 0 22.45 3.063 0 30 15 0 9.1634040185114
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Pas de vehicule" 2 0 0 0 13.548 45.076 0.65 5.85541337543131 586 0 1 19.5994178033382
"Agr. exploitants" 3235.294 "Modeste" 5500 "1er quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0.8 0 0 2.655 0.2 4.575 1.10074603347892 110 3 0 16.4037150747771
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 6.91 22.825 13.045 7.55 1.41534118332007 142 3 0 18.6216936507632
"Ouvriers" 8500 "Moyenne Sup" 8500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 1.85 0 5.6 0.33 4.372 0.35 10.5981714949776 1060 4 1 18.0281351074265
"Cadres et prof. intellectuelles sup." 13750 "Aise" 13750 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.92 2.26 1.685 0.405 20.9473706638497 2095 2 1 21.1681795454606
"Retraites" 8500 "Moyenne Sup" 8500 "4eme quartile" "4" "0" "Communes rurales" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 18.285 8.35 0 9.08400177005679 908 0 1 19.9579376617789
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0 1.05 0.15 0 30 0 1 15.1151566898543
"Professions intermediaires" 5921.053 "Moyenne Sup" 22500 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 5.16 11.29 28.135 2.34 0.100086476002811 10 6 1 15.7553886285423
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.26 12.405 52.675 7.745 0.179962071165884 18 5 0 6.61088912946341
"Retraites" 9500 "Moyenne Sup" 9500 "4eme quartile" "4" "0" "Communes rurales" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 1.17 1.4 0.075 12.3740076450001 1237 0 1 19.8567989166476
"Cadres et prof. intellectuelles sup." 16250 "Aise" 16250 "4eme quartile" "4" "0" "Communes rurales" "Proprietaire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.8 1 3.3 2.6 29.4447687083954 2944 2 1 16.6558365033216
"Professions intermediaires" 3958.333 "Moyenne Inf" 9500 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 6.44 0.2 11.8 2.7 0.463249022945398 46 4 0 18.5509908240827
"Professions intermediaires" 6944.444 "Moyenne Sup" 18750 "3eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 5.65 10.82 25.76 1.335 0.336590245287429 34 5 1 10.1346863938032
"Ouvriers" 4296.875 "Moyenne Inf" 13750 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.325 13.24 2.139 0.0684502391831192 7 0 0 10.8028678985462
"Cadres et prof. intellectuelles sup." 11111.11 "Aise" 40000 "4eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.53 9.285 37.311 5.67 0.258457244357556 26 6 1 11.2969247811898
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 3.81 0.75 1.824 14.4236214235058 1442 0 1 14.0183779141024
"Ouvriers" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 1.915 24.517 17.8 0.192687478335878 19 0 0 16.1840736960643
"Ouvriers" 4741.379 "Moyenne Inf" 13750 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 7.8 1.426 4.305 5.49 0.207751851797171 21 5 1 17.347388971696
"Cadres et prof. intellectuelles sup." 6250 "Moyenne Sup" 22500 "3eme quartile" "4" "0" "Communes rurales" "Proprietaire" "61-96" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0.4 0.74 2.84 0.5 81.19 0.49 0.111013668028363 11 18 1 17.2748315516271
"Professions intermediaires" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "4" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0.84 0 0.5 7.17 1.775 0.625 0.206658896940474 21 10 0 19.2665860792769
"Retraites" 11029.41 "Aise" 18750 "4eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.48 1.075 2.9 0.2 5.12450155814469 512 3 1 14.6698660664178
"Professions intermediaires" 11250 "Aise" 11250 "4eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "41-50" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 2.65 11.23 0.625 14.4236214235058 1442 0 1 20.0110009457535
"Ouvriers" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.46 0.5 6.07 15.195 0.709195087573651 71 4 1 20.989914643991
"Retraites" 8500 "Moyenne Sup" 8500 "4eme quartile" "4" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 0 0.9 3.7 0.9 10.3796603168738 1038 0 1 16.9259853841545
"Professions intermediaires" 3879.31 "Moyenne Inf" 11250 "2eme quartile" "4" "3" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 1 2.51 1.6 27.039 7.455 0.166871743838558 17 10 0 17.174826263184
"Retraites" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 1.471 2.27 2.925 0.709195087573651 71 0 1 22.621593097992
"Retraites" 7500 "Moyenne Sup" 7500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 1.67 0.27 0.25 0.375 7.53896330062858 754 2 1 15.3055977295681
"Retraites" 3819.444 "Moyenne Inf" 13750 "1er quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 3.75 0.886 11.205 0 0.0604093338995379 6 6 0 17.0420864233537
"Retraites" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 0.3 4.28 7.85 3.09923044749305 310 0 1 18.0629301158201
"Cadres et prof. intellectuelles sup." 7758.621 "Moyenne Sup" 22500 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0.5 1.75 1.482 12.85 4.64 0.394330649234057 39 10 1 20.3684303207247
"Professions intermediaires" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.6 1.962 6.76 2.63 0.277843802487079 28 5 1 10.4173165120134
"Employes" 8500 "Moyenne Sup" 8500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 3.6 0 6.7 3.279 0 30 2 1 18.8642248127053
"Professions intermediaires" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Autre menage" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 1.45 0 2 0 14.265 1.378 0 30 6 1 17.3398383201001
"Ouvriers" 6250 "Moyenne Inf" 13750 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.29 1.387 5.155 7.349 0.793394039770621 79 4 1 7.27598870653982
"Ouvriers" 2419.355 "Modeste" 7500 "1er quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Pas de vehicule" 4 0 2 0 2.7 7.12 3.11 0.123221874704832 12 5 0 18.2849457202409
"Ouvriers" 6500 "Moyenne Inf" 6500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "51-60" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 2.32 1.47 2 0.9 6.17650503243792 618 2 1 16.3887128367766
"Employes" 7500 "Moyenne Sup" 7500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0.5 0 0 2.571 9.621 0.77 7.85972285741125 786 2 1 20.6754719607108
"Retraites" 9558.823 "Moyenne Sup" 16250 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.66 0.9 2.68 0.77 4.02412614337837 402 3 1 15.4641636109518
"Employes" 10227.27 "Moyenne Sup" 22500 "4eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 0.5 2.119 7.055 4.66 1.65587934859948 166 4 1 9.0043173312658
"Cadres et prof. intellectuelles sup." 7031.25 "Moyenne Sup" 22500 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 127.3 0 0 1.7 15.7 16.512 5098.75483315655 0 6 1 12.4313873431093
"Artisans, comm., chefs d'ent." 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Au moins une personne etrangere" "Au - 1 vehicule" 2 1 0 1.29 13.315 13.75 6.074 2.53019753647132 253 6 1 18.3677091693252
"Retraites" 5000 "Moyenne Inf" 8500 "3eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 16.95 0 0 12.645 23.155 8.005 6.70501622983991 671 3 1 14.482147751193
"Professions intermediaires" 1406.25 "Modeste" 4500 "1er quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0.23 0 5.865 2.119 0 30 6 0 7.26690225353275
"Professions intermediaires" 4687.5 "Moyenne Inf" 11250 "2eme quartile" "4" "7" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 5.3 0.25 6.42 6.505 0.557390424064978 56 4 1 18.830069594427
"Agr. exploitants" 1451.613 "Modeste" 4500 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "51-60" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 0 1 16.96 2.96 0.0745216676955824 7 0 0 17.5053731849345
"Ouvriers" 2500 "Modeste" 9500 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 5 0 0 0.23 1.23 5.547 2.712 0.0407622039783662 4 6 0 17.2671739595369
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Personne seule" 1 "Pas d'enfants" "Non declare" "Pas de vehicule" 1 0 0 0 0.15 0.9 1.825 5.69012848673552 569 0 1 13.9290193648628
"Ouvriers" 5113.636 "Moyenne Inf" 11250 "2eme quartile" "4" "0" "Communes rurales" "Locataire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 3.74 1.75 11.667 4.434 0.616923482413297 62 4 1 14.0545742452774
"Ouvriers" 3819.444 "Moyenne Inf" 13750 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "21-40" "Autre menage" 5 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0.4 1.36 0.785 79.549 2.89 0.0604093338995379 6 12 0 14.9656128469778
"Ouvriers" 7500 "Moyenne Sup" 7500 "4eme quartile" "4" "0" "Communes rurales" "Proprietaire" "51-60" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0 0.4 0.5 2.17 7.53896330062858 754 0 1 21.1732918486867
"Agr. exploitants" 3541.667 "Moyenne Inf" 8500 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.5 0 1.65 2.51 0 30 4 0 19.7140158188102
"Ouvriers" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 2.37 12.24 3.495 0.709195087573651 71 0 1 21.019176767165
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.84 0 0.15 0 0 30 3 1 15.8305849547307
"Retraites" 2708.333 "Modeste" 6500 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0.3 3.49 9.452 3.69 0.322405532803095 32 4 0 17.8675363410465
"Professions intermediaires" 2586.207 "Modeste" 7500 "1er quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 3 0 0 0 0 6.435 2.43 0 30 0 0 9.58714362698216
"Ouvriers" 3629.032 "Moyenne Inf" 11250 "2eme quartile" "4" "0" "Communes rurales" "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0.8 0.23 10.08 28.597 1.647 0.155887853853737 16 10 0 18.2128674852667
"Retraites" 4411.765 "Moyenne Inf" 7500 "2eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0.5 0.69 0.3 2.56 6.24 1.41534118332007 142 6 0 17.5051391493489
"Professions intermediaires" 6250 "Moyenne Inf" 13750 "3eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 4.59 0.38 16.945 3.029 0.793394039770621 79 4 1 10.4660058215587
"Ouvriers" 4435.484 "Moyenne Inf" 13750 "2eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Proprietaire" "41-50" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 4 0 0 9.53 2.68 13.41 1.925 0.192687478335878 19 5 0 21.6089816184542
"Employes" 11250 "Aise" 11250 "4eme quartile" "4" "1" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0.3 0.325 6.825 1.2 14.4236214235058 1442 2 1 19.1047875814554
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "2" "Un. urb. de 2 000 a 9 999 hab." "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Au moins une personne etrangere" "Au - 1 vehicule" 2 0 0 2.99 0.5 7.44 0.47 2.32789411133931 233 3 1 20.1470633082208
"Ouvriers" 6250 "Moyenne Inf" 13750 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 25.25 0 0.3 2.52 10.565 2.625 6.50604264971851 651 8 1 8.27613729813934
"Retraites" 5729.167 "Moyenne Inf" 13750 "3eme quartile" "4" "3" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "61-96" "Autre menage" 3 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 3 0 0 0 8.67 13.93 0.35 0.709195087573651 71 0 1 17.3823506078289
"Professions intermediaires" 8088.235 "Moyenne Sup" 13750 "4eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0 8.26 0 1.14 3.09923044749305 310 0 1 19.412250111689
"Employes" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 0.52 0.175 5.025 3.095 2.32789411133931 233 3 1 16.1315487656439
"Cadres et prof. intellectuelles sup." 7386.364 "Moyenne Sup" 16250 "3eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Proprietaire" "21-40" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 0 1.5 30.345 11.101 0.99813369320656 100 0 1 10.216110320699
"Employes" 11250 "Aise" 11250 "4eme quartile" "4" "5" "Un. urb. de 10 000 a 99 999 hab." "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 1 0 0 0.92 0.475 0.85 0.525 14.4236214235058 1442 2 1 16.8957491026673
"Professions intermediaires" 5092.593 "Moyenne Inf" 13750 "2eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 2.48 2.05 17.832 2.14 0.225841964217384 23 5 1 11.2994688394413
"Ouvriers" 4166.667 "Moyenne Inf" 11250 "2eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Non declare" "Au - 1 vehicule" 2 0 0 6.25 5.22 63.243 1.18 0.179962071165884 18 5 0 10.4267195208602
"Ouvriers" 2741.936 "Modeste" 8500 "1er quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Autre menage" 4 "Pas d'enfants" "Menage francais" "Pas de vehicule" 3 0.8 0 0.76 0 25.38 0.6 0 30 10 0 19.2108933409457
"Ouvriers" 7500 "Moyenne Sup" 7500 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 0 2.2 0.24 0 30 0 1 19.0727441376666
"Employes" 7500 "Moyenne Sup" 7500 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0.8 0 0 0.83 8.975 3.115 8.05869268883522 806 2 1 16.0868408062552
"Cadres et prof. intellectuelles sup." 22500 "Aise" 22500 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Personne seule" 1 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 1 0 0 0 0.5 1.05 1.725 62.3855284949163 6239 0 1 19.2598102659188
"Employes" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0 0 1.89 1.246 12.355 2.975 0.277843802487079 28 5 1 12.0932329107392
"Ouvriers" 6018.519 "Moyenne Inf" 16250 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 4 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 0.9 0 1.38 1 16.465 2.435 0.299483431122343 30 10 1 8.68919673272401
"Ouvriers" 4296.875 "Moyenne Inf" 13750 "1er quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "21-40" "Couple avec enfant(s)" 5 "Au - 1 enfant" "Au moins une personne etrangere" "Au - 1 vehicule" 2 0 0 0.46 1.982 35.217 6.199 0.0684502391831192 7 6 0 8.99374002132345
"Ouvriers" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "21-40" "Couple sans enfant" 2 "Pas d'enfants" "Non declare" "Au - 1 vehicule" 2 0 0 0 0.275 14.505 2.31 2.32789411133931 233 0 1 19.4560405613926
"Cadres et prof. intellectuelles sup." 13235.29 "Aise" 22500 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "51-60" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 3.95 0.25 6.315 0.405 7.15747797677629 716 3 1 21.5244243085548
"Retraites" 5500 "Moyenne Inf" 5500 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "61-96" "Personne seule" 1 "Pas d'enfants" "Menage francais" "Pas de vehicule" 1 0 0 4.6 5.82 1.875 0 5.69012848673552 569 2 1 16.2224186671658
"Retraites" 6617.647 "Moyenne Sup" 11250 "3eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "61-96" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 2.47 2.305 6.125 2.799 2.32789411133931 233 3 1 15.5562505344923
"Ouvriers" 13235.29 "Aise" 22500 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Locataire" "41-50" "Couple sans enfant" 2 "Pas d'enfants" "Menage francais" "Au - 1 vehicule" 2 0 0 1.2 16.375 30.355 0.83 7.15747797677629 716 3 1 19.61868235653
"Professions intermediaires" 8522.728 "Moyenne Sup" 18750 "4eme quartile" "4" "6" "Un. urb. de 100 000 hab. et +" "Proprietaire" "41-50" "Couple avec enfant(s)" 3 "Au - 1 enfant" "Menage francais" "Au - 1 vehicule" 2 3.5 2.8 0 34.438 9.492 2.27 1.65249688179692 165 8 1 13.8129431111066
